"","species","GRLFRLPL"
"908","Tanacetum_vulgare","GR-GL-FR-FL-PL-"
"909","Taxus_baccata","GR-GL-FR+FL+PL+"
"910","Teesdalia_nudicaulis","GR+GL-FR-FL-PL-"
"911","Tellima_grandiflora","GR-GL+FR-FL-PL-"
"912","Tetragonia_tetragonioides","GR+GL+FR-FL-PL-"
"913","Teucrium_scordium","GR+GL-FR-FL-PL-"
"914","Teucrium_scorodonia","GR-GL-FR-FL-PL-"
"915","Thalictrum_alpinum","GR-GL-FR-FL-PL+"
"916","Thalictrum_aquilegiifolium","GR+GL+FR-FL-PL-"
"917","Thalictrum_flavum","GR-GL-FR-FL-PL+"
"918","Thalictrum_minus","GR-GL-FR-FL-PL+"
"919","Thesium_humifusum","GR+GL-FR-FL+PL+"
"920","Thuja_plicata","GR-GL+FR+FL+PL+"
"921","Thymus_vulgaris","GR+GL+FR-FL-PL-"
"922","Tofieldia_pusilla","GR+GL-FR-FL-PL+"
"923","Torilis_japonica","GR-GL-FR-FL-PL-"
"924","Tragopogon_porrifolius","GR-GL+FR-FL-PL-"
"925","Tragopogon_pratensis","GR-GL-FR-FL-PL-"
"926","Trichophorum_cespitosum","GR+GL+FR-FL-PL-"
"927","Trifolium_dubium","GR-GL-FR-FL-PL-"
"928","Trifolium_fragiferum","GR-GL-FR-FL-PL-"
"929","Trifolium_glomeratum","GR+GL-FR-FL-PL-"
"930","Trifolium_hybridum","GR-GL-FR-FL-PL-"
"931","Trifolium_medium","GR-GL-FR-FL-PL-"
"932","Trifolium_micranthum","GR-GL-FR-FL+PL-"
"933","Trifolium_ochroleucon","GR+GL-FR-FL-PL-"
"934","Trifolium_pratense","GR-GL-FR-FL-PL+"
"935","Trifolium_repens","GR-GL-FR-FL-PL+"
"936","Trifolium_scabrum","GR-GL-FR-FL-PL-"
"937","Trifolium_striatum","GR-GL-FR-FL-PL-"
"938","Trifolium_strictum","GR+GL-FR-FL-PL-"
"939","Trifolium_subterraneum","GR-GL-FR-FL-PL-"
"940","Triglochin_maritima","GR-GL-FR-FL-PL+"
"941","Triglochin_palustris","GR-GL-FR-FL-PL+"
"942","Trigonella_foenum-graecum","GR+GL+FR-FL-PL-"
"943","Trinia_glauca","GR+GL-FR-FL-PL-"
"944","Tripolium_pannonicum","GR-GL-FR-FL-PL-"
"945","Trisetum_flavescens","GR-GL-FR-FL-PL-"
"946","Triticum_aestivum","GR-GL-FR+FL-PL-"
"947","Triticum_turgidum","GR+GL+FR+FL-PL-"
"948","Trollius_europaeus","GR-GL-FR-FL-PL+"
"949","Tsuga_heterophylla","GR-GL+FR+FL+PL+"
"950","Tussilago_farfara","GR-GL-FR-FL-PL-"
"951","Typha_angustifolia","GR-GL-FR+FL+PL+"
"952","Typha_latifolia","GR-GL-FR-FL+PL+"
"953","Ulex_europaeus","GR-GL-FR+FL-PL+"
"954","Ulex_gallii","GR-GL-FR-FL+PL+"
"955","Ulmus_glabra","GR-GL-FR+FL+PL-"
"956","Ulmus_minor","GR-GL-FR+FL+PL-"
"957","Umbilicus_rupestris","GR-GL-FR-FL-PL+"
"958","Urtica_urens","GR-GL-FR-FL+PL-"
"959","Utricularia_vulgaris","GR-GL-FR+FL+PL-"
"960","Vaccaria_hispanica","GR+GL+FR-FL-PL-"
"961","Vaccinium_myrtillus","GR-GL-FR-FL-PL-"
"962","Vaccinium_oxycoccos","GR-GL-FR-FL-PL-"
"963","Vaccinium_vitis-idaea","GR-GL-FR-FL-PL-"
"964","Valeriana_dioica","GR-GL-FR-FL-PL-"
"965","Valeriana_officinalis","GR-GL-FR+FL-PL-"
"966","Valerianella_carinata","GR-GL-FR-FL-PL-"
"967","Valerianella_locusta","GR-GL-FR-FL+PL-"
"968","Verbascum_nigrum","GR-GL-FR-FL-PL-"
"969","Verbascum_speciosum","GR+GL+FR+FL+PL-"
"970","Verbascum_thapsus","GR-GL-FR-FL-PL-"
"971","Verbascum_virgatum","GR+GL+FR-FL-PL-"
"972","Verbena_officinalis","GR-GL-FR-FL-PL-"
"973","Veronica_agrestis","GR-GL-FR+FL+PL-"
"974","Veronica_anagallis-aquatica","GR-GL-FR+FL+PL-"
"975","Veronica_arvensis","GR-GL-FR-FL-PL-"
"976","Veronica_beccabunga","GR-GL-FR-FL-PL-"
"977","Veronica_chamaedrys","GR-GL-FR-FL-PL-"
"978","Veronica_filiformis","GR-GL-FR-FL-PL-"
"979","Veronica_hederifolia","GR-GL-FR-FL-PL-"
"980","Veronica_montana","GR-GL-FR-FL-PL-"
"981","Veronica_officinalis","GR-GL-FR-FL-PL-"
"982","Veronica_persica","GR-GL-FR-FL-PL-"
"983","Veronica_polita","GR-GL-FR-FL-PL-"
"984","Veronica_scutellata","GR-GL-FR-FL-PL-"
"985","Veronica_serpyllifolia","GR-GL-FR-FL+PL-"
"986","Veronica_spicata","GR+GL+FR-FL-PL-"
"987","Veronica_verna","GR+GL-FR-FL+PL-"
"988","Viburnum_lantana","GR-GL-FR+FL+PL-"
"989","Viburnum_opulus","GR-GL-FR+FL+PL-"
"990","Viburnum_rhytidophyllum","GR+GL+FR+FL+PL-"
"991","Viburnum_tinus","GR-GL+FR+FL+PL-"
"992","Vicia_cracca","GR-GL-FR-FL-PL+"
"993","Vicia_faba","GR-GL+FR+FL+PL-"
"994","Vicia_lathyroides","GR+GL-FR-FL-PL-"
"995","Vicia_lutea","GR+GL+FR-FL-PL-"
"996","Vicia_sativa","GR-GL-FR-FL-PL-"
"997","Vicia_sativa_subsp._nigra","GR-GL-FR-FL-PL-"
"998","Vicia_sepium","GR-GL-FR-FL-PL-"
"999","Vicia_villosa","GR+GL+FR+FL-PL-"
"1000","Vinca_minor","GR-GL-FR-FL-PL-"
"1001","Viola_arvensis","GR-GL-FR-FL+PL-"
"1002","Viola_canina","GR-GL-FR-FL-PL+"
"1003","Viola_hirta","GR-GL-FR-FL-PL-"
"1004","Viola_odorata","GR-GL-FR-FL-PL-"
"1005","Viola_palustris","GR-GL-FR-FL-PL+"
"1006","Viola_reichenbachiana","GR-GL-FR-FL+PL-"
"1007","Viola_riviniana","GR-GL-FR-FL-PL+"
"1008","Viscum_album","GR-GL-FR+FL+PL-"
"1009","Xerochrysum_bracteatum","GR+GL+FR-FL-PL-"
"1010","Zannichellia_palustris","GR-GL-FR+FL+PL+"
"1011","Zea_mays","GR+GL+FR+FL+PL-"
